title,author,price,isbn,publishedDate,categoryName,stockQuantity,description,coverImageUrl
SharePoint 2010 Site Owner's Manual,Yvonne M. Harryman,187,1933988754,13-02-2012,Microsoft .NET,21,"For every SharePoint 2010 developer who spends the day buried in Visual Studio cranking out code, there are dozens of other SharePoint site owners who want to share information, create content portals, and add features to existing SharePoint sites. I...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/harryman.jpg
Java Development with Ant,Erik Hatcher,170,1930110588,08-01-2002,Java,38,"Java Development with Ant systematically explores what Ant can do, and how to apply it to your project. Whether you are new to Ant, or an experienced user, this book will show you powerful and creative uses for Ant. The book emphasizes basic concepts...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatcher.jpg
Lucene in Action,Erik Hatcher,923,1932394281,12-01-2004,Java,32,"Lucene is a gem in the open-source world--a highly scalable, fast search engine. It delivers performance and is disarmingly easy to use. Lucene in Action is the authoritative guide to Lucene. It describes how to index your data, including types you d...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatcher2.jpg
"Lucene in Action, Second Edition",Erik Hatcher,765,1933988177,07-09-2010,Java,2,"When Lucene first hit the scene five years ago, it was nothing short of amazing. By using this open-source, highly scalable, super-fast search engine, developers could integrate search into applications quickly and efficiently. A lot has changed sinc...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatcher3.jpg
PowerBuilder 6.0 Questions & Answers,Tim Hatton,442,1884777708,07-01-1998,PowerBuilder,3,"Demand for PowerBuilder programmers, with the potential they offer for rapid application development, continues to soar. If you'd like to learn PowerBuilder--or enhance your skills-- this book is for you. Its hands-on approach will show you how to wr...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatton.jpg
The Awesome Power of PowerJ,Tim Hatton,785,1884777538,05-01-1998,Java,13,"PowerJ is the bridge between the rapid application development world of PowerBuilder and the multiplatform world of Java. The Awesome Power of PowerJ shows you how you can write Java programs the very first day with PowerJ, even if you don't know Jav...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatton2.jpg
The Awesome Power of Power++,Tim Hatton,559,1884777546,06-01-1998,PowerBuilder,2,The Awesome Power of Power++ is for the beginning to intermediate Power++ programmer. It assumes that you have little or no knowledge of the C++ language but that you do know programming constructs. The purpose is to teach you how to use Power++ to b...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hatton3.jpg
Azure in Action,Chris Hay,647,193518248X,22-10-2010,Microsoft .NET,5,"Cloud-based applications pose an intriguing value proposition for businesses. With an easily scalable, pay-as-you-go model and very small startup costs, the cloud can be a great alternative to systems hosted in-house. Developers are scrambling to und...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hay.jpg
Distributed Agile in Action,Vikas Hazrati,276,1935182412,,Software Engineering,8,"As organizations try to do more with less, development teams are less likely to be centrally located, tightly-managed, and permanent. Distributed organizations face special challenges when implementing Agile processes, which rely on frequent communic...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hazrati.jpg
Metaprogramming in .NET,Kevin Hazzard,529,1617290262,31-12-2012,Microsoft/.NET,41,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hazzard.jpg
Portlets and Apache Portals,Stefan Hepper,190,ISBN807412,10-01-2005,Java,40,"Due to the growing complexity of web sites, portals and portlets are experiencing serious growth. Portals help reduce complexity by allowing the dynamic aggregation and display of diverse content in a single web page. Portal components are pluggable ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hepper.jpg
Code Generation in Action,Jack Herrington,822,1930110979,07-01-2003,Programming,20,Code Generation In Action covers technique and implementation for building high-quality machine-generated code for today's complex applications frameworks. The book includes step-by-step instruction for building dozens of code generators of varying t...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/herrington.jpg
Illustrated Guide to HTTP,Paul S. Hethmon,562,138582262,03-01-1997,Internet,18,If you're interested in building a web server -- or if you're developing an application that depends or will depend on current HTTP protocols -- Illustrated Guide to HTTP is for you! It covers the latest HTTP/1.1 protocol standard as found in RFC 206...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hethmon.jpg
Agile ALM,Michael Hüttermann,583,1935182633,20-08-2011,Software Engineering,36,"Many software projects fail unnecessarily because of unclear objectives, redundant and unproductive work, cost overruns, and a host of other avoidable process problems. In response, agile processes and lightweight tooling have begun to replace tradit...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/huettermann.jpg
"Java Network Programming, Second Edition",Merlin Hughes,549,188477749X,05-01-1999,Java,43,The first edition of Java Network Programming was acclaimed by readers as an outstanding networking reference. It provided complete details of the Java platform's support for networking and I/O with extensive API coverage and sophisticated examples. ...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hughes.jpg
Struts in Action,Ted N. Husted,481,1932394249,10-01-2002,Java,41,"Struts solves the most common problems of web development. By basing your application on the Struts framework, you can reuse proven solutions and focus on what's unique to your own case. Struts is an open-source product distributed by the Apache Soft...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/husted.jpg
Camel in Action,Claus Ibsen,825,1935182366,01-04-2011,Java,25,"Apache Camel is a Java-based toolkit that makes it easy to implement services based on standard enterprise integration patterns (EIP). Through a concise, but sophisticated domain specific language (DSL), you can build integration logic in lego style....",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ibsen.jpg
Taming Text,Grant S. Ingersoll,863,193398838X,31-12-2012,Software Engineering,9,"It is no secret that the world is drowning in text and data. This causes real problems for everyday users who need to make sense of all the information available, and software engineers who want to make their text-based applications more useful and u...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ingersoll.jpg
JBoss in Action,Javid Jamae,502,1933988029,01-01-2009,Java,10,"The JBoss 5 Application Server is a Java Enterprise Edition 5 application server that provides services that most enterprise applications need, such as security, transactionality, persistence, monitoring, resource management, and remote access. JBoss...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jamae.jpg
Gnuplot in Action,Philipp K. Janert,534,1933988398,08-01-2009,Computer Graphics,44,"Statistical data is only as valuable as your ability to analyze, interpret, and present it in a meaningful way. Gnuplot is the most widely used program to plot and visualize data for Unix/Linux systems and it is also popular for Windows and the Mac. ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/janert.jpg
Extending and Embedding Perl,Tim Jenness,350,1930110820,08-01-2002,Perl,45,Extending and Embedding Perl explains how to expand the functionality and usefulness of the Perl programming language and how to use Perl from C programs. It begins simply but also covers complex issues using real code examples from the Perl source. ...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jenness.jpg
iOS 4 in Action,Jocelyn Harrington,347,1617290017,06-09-2011,Mobile Technology,3,"Written for Xcode 4, iOS 4 in Action guides you from setting up your development environment, through coding your first app, all the way to selling in the App Store. Work through sample applications including a chat client, a video game, an interacti...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jharrington.jpg
Elements of Programming with Perl,Andrew L. Johnson,595,1884777805,10-01-1999,Perl,37,"As the complexity of web sites grows, more and more webmasters need to acquire programming skills. Naturally, such persons are inclined to learn Perl, the ""language of the web."" However, there has been no book to treat Perl as the first programming l...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/johnson.jpg
Learn Windows PowerShell in a Month of Lunches,Don Jones,453,1617290211,15-04-2011,Microsoft .NET,3,"In Windows, there's a control panel, dialog box, administrative console, API, or wizard to manage every component of your system. There are    thousands    of them   so many that it can be nearly impossible to keep track of all the locations and sett...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones.jpg
R in Action,Robert I. Kabacoff,999,1935182390,15-08-2011,Software Engineering,40,"The ability to interpret and act on the massive amounts of information locked in web and enterprise systems is critical to success in the modern business economy. R, a free software environment for statistical computing and graphics, is a comprehensi...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kabacoff.jpg
Android in Practice,Matthias Kaeppler,535,9.78E+12,,Mobile Technology,39,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kaeppler.jpg
SOA Security,Ramarao Kanneganti,405,1932394680,12-01-2007,Software Engineering,17,Anyone seeking to implement SOA Security is forced to dig through a maze of inter-dependent specifications and API docs that assume a lot of prior security knowledge on the part of readers. Getting started on a project is proving to be a huge challen...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kanneganti.jpg
Rails 3 in Action,Ryan Bigg,591,1935182277,20-09-2011,Internet,12,"In December 2008, the Merb team announced that they will be collaborating with the Rails core team on the next versions of Merb and Rails. Rather than maintaining parallel tracks, Merb 2 and Rails 3 will merge, preserving the flexible configuration a...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/katz.jpg
Continuous Integration in .NET,Marcin Kawalerowicz,656,1935182552,14-03-2011,Microsoft .NET,4,"There are three copies of a source file and no-one knows which is the right one. Your carefully-crafted unit tests won't run anymore. The three-year-old requirements doc is totally irrelevant. The boss wants to ship, ship, ship. The team in Austin ha...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kawalerowicz.jpg
Technology Paradise Lost,Erik Keller,745,1932394133,03-01-2004,Business,4,"An engine of the world economy, the computer industry is sputtering. What happened  Will it regain its power and again drive economic growth as in the past     No.    That's the surprising conclusion reached by Erik Keller, a central player in the bo...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/keller.jpg
Kermit 95+,Kermit Project at Columbia University,360,1930110057,01-01-2003,Internet,46,"Kermit 95+, Version 2.1 is a full-featured, fully native, 32-bit communications software package for Microsoft Windows 95/98/NT/2000/XP and IBM OS/2 3.0 and later from the Kermit Project at Columbia University. It works uniformly over a variety of co...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kermit.jpg
Laszlo in Action,Norman Klein,593,1932394834,01-01-2008,Web Development,46,"Laszlo in Action is the first comprehensive guide to the Laszlo system and its language LZX. OpenLaszlo is an increasingly popular open-source platform for the development and delivery of rich internet applications across multiple platforms: Flash, D...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/klein.jpg
Groovy in Action,Dierk Koenig with Andrew Glover,154,1932394842,01-01-2007,Java,22,"Groovy, the brand-new language for the Java platform, brings to Java many of the features that have made Ruby popular. Groovy in Action is a comprehensive guide to Groovy programming, introducing Java developers to the new dynamic features that Groov...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koenig.jpg
"Groovy in Action, Second Edition",Dierk König,422,1935182447,,Java,23,"The first edition of Groovy in Action is the undisputed definitive reference on the Groovy language. Written by core members of the Groovy language team, this book presents Groovy like none other can   from the inside out. Since its introduction a fe...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koenig2.jpg
Object Technology Centers of Excellence,Timothy D. Korson,391,132612313,06-01-1996,Object-Technology Programming,33,Object Technology Centers (OTC) are technology transfer catalysts for the rapid development and deployment of object-oriented infrastructure. Object Technology Centers of Excellence provides guidance to those charged with managing the shift to object...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/korson.jpg
Test Driven,Lasse Koskela,343,1932394850,09-01-2007,Software Engineering,6,"In test-driven development, you first write an executable test of what your application code must do. Only then do you write the code itself and, with the test spurring you on, improve your design. In acceptance test-driven development (ATDD), you us...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koskela.jpg
Effective Unit Testing,Lasse Koskela,521,1935182579,02-04-2013,Java,36,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/koskela2.jpg
Making Java Groovy,Kenneth A. Kousen,731,1935182943,19-09-2013,Java,39,"Java is large and powerful, but that size and power carries with it complexity and accumulated inconsistencies. Groovy is an elegant JVM-based dynamic language that gracefully co-exists with Java. It both extends and simplifies Java   and for most Ja...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kousen.jpg
The Awesome Power of Direct3D/DirectX,Peter J. Kovach,615,1884777473,12-01-2002,Computer Graphics,44,"If you are programming real-time 3D applications for simulations, games, marketing, demonstrations or computer-animated videos using Microsoft's Direct3D Software Development Kit, this book is for you. Unlike other books, The Awesome Power of Direct3...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kovach.jpg
Practical Software Requirements,Benjamin L. Kovitz,532,1884777597,09-01-1998,Software Engineering,33,"Practical Software Requirements is a comprehensive guidebook for the programmer or manager writing requirements for the first time, as well as the experienced system analyst.    The author takes a unique approach to the subject: that a useful require...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kovitz.jpg
NHibernate in Action,Pierre Henri Kuate,862,1932394923,02-01-2009,Microsoft .NET,31,"In the classic style of Manning's ""In Action"" series, NHibernate in Action introduces .NET developers to the NHibernate Object/Relational Mapping tool. As NHibernate is a port of Hibernate from Java to .NET, the book is based on Manning's bestselling...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kuate.jpg
Microsoft Reporting Services in Action,Teo Lachev,581,1932394222,08-01-2004,Microsoft .NET,9,"Business reporting is a lifeline of business, so a better reporting environment is a big deal. With a sophisticated, modern tool like Microsoft SQL Server 2000 Reporting Services, you can report-enable any type of application, regardless of its targe...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lachev.jpg
AspectJ in Action,Ramnivas Laddad,144,1930110936,07-01-2003,Java,34,"A software system is the realization of a set of concerns. One of the central premises of object-oriented programming is that each concern should be implemented as a separate module. However, there are certain system-wide concerns, such as logging, s...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/laddad.jpg
"AspectJ in Action, Second Edition",Ramnivas Laddad,414,1933988053,09-01-2009,Java,24,"To allow the creation of truly modular software, OOP has evolved into aspect-oriented programming. AspectJ is a mature AOP implementation for Java, now integrated with Spring.    AspectJ in Action, Second Edition is a fully updated, major revision of...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/laddad2.jpg
Hadoop in Action,Chuck Lam,168,1935182196,12-01-2010,Java,20,"Hadoop is an open source framework implementing the MapReduce algorithm behind Google's approach to querying the distributed data sets that constitute the internet. This definition naturally leads to an obvious question, ""What are ""maps"" and why do t...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lam.jpg
SQR in PeopleSoft and Other Applications,Galina,189,1884777775,09-01-2003,Business,1,"A software system is the realization of a set of concerns. One of the central premises of object-oriented programming is that each concern should be implemented as a separate module. However, there are certain system-wide concerns, such as logging, s...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/landres.jpg
"SQR in PeopleSoft and Other Applications, Second Edition",Galina Landres,758,1932394001,09-01-2003,Business,48,"Programmers, database developers, administrators responsible for PeopleSoft support, functional users, and project managers are discovering SQR, or Structured Query Report Writer, which has become increasingly popular since PeopleSoft selected it as ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/landres2.jpg
F# in Action,Amanda Laucher,319,1935182250,,Microsoft .NET,49,"Microsoft's F# offers a true functional programming language for the .NET platform. The ""functional programming"" approach creates exceptionally stable, fault-tolerant code that's especially efficient for the concurrent programming requirements of mul...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/laucher.jpg
Tuscany SCA in Action,Simon Laws,880,1933988894,02-12-2011,Java,28,"If you are developing IT applications or providing a development platform for others to use, you are aware of the various technology choices available to you. With variety comes the complexity of technology integration as well as the cost associated ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/laws.jpg
Client/Server Yellow Pages,Compiled,762,1884777082,01-01-1995,Client-Server,26,"This unique guide covers software products and vendors active in the client/server marketplace. Over 200 products and over 250 vendors are included. To help you search for the item of interest to you, software products are grouped in categories (e.g....",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lewis.jpg
Object Oriented Application Frameworks,Ted Lewis,836,1884777066,04-01-1995,Object-Oriented Programming,10,"Frameworks are object-oriented programming environments for vertical application areas. This book is the first to survey this exciting new technology, its concepts, and practical applications. Considered the next step in the evolution of OOP, framewo...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lewis2.jpg
Tapestry in Action,Howard M. Lewis Ship,830,1932394117,03-01-2004,Java,44,"Many web development frustrations can be traced back to the underlying stateless HTTP protocol. Tapestry represents state and behavior as standard Java objects, methods and properties. That means state management and multithreading are handled by the...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lewisship.jpg
WebWork in Action,Patrick Lightbody,637,1932394532,09-01-2005,internet,40,"The WebWork framework implements a simple command/ business-logic and MVC design. It provides out-of-the-box functionality developers need to build well-designed applications that are modular and reusable. Written by its two primary developers, WebWo...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lightbody.jpg
MacRuby in Action,Brendan G. Lim with Jerry Cheung,153,1935182498,04-11-2012,Programming,25,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lim.jpg
Erlang and OTP in Action,Martin Logan,868,1933988789,16-11-2010,Programming,18,Concurrent programming has become a required discipline for all programmers. Multi-core processors and the increasing demand for maximum performance and scalability in mission-critical applications have renewed interest in functional languages like E...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/logan.jpg
SharePoint 2007 Developer's Guide to Business Data Catalog,Brett Lonsdale,843,1933988819,09-09-2009,Microsoft .NET,37,"The data locked in your organization's systems and databases is a precious   and sometimes untapped   resource. The SharePoint Business Data Catalog makes it easy to gather, analyze, and report on data from multiple sources, through SharePoint. Using...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lonsdale.jpg
Doing IT Right,Harold Lorin,273,133964256,12-01-1995,Business,5,"Only a handful of Information Technology leaders understand the complete range of IT issues, from basic technology to business strategy. One of them, Harold Lorin, has written a definitive guide for the IT decision maker, the technologist, and the sy...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lorin.jpg
Adobe AIR in Action,Joey Lott,559,1933988487,07-01-2008,Web Development,39,"Many technologies promise to put features of desktop applications on the Web; Adobe AIR, instead, brings the flexibility, convenience, and ease of Web development to the desktop. The AIR is a cross-platform runtime environment that allows Web develop...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lott.jpg
Ant in Action,Steve Loughran,312,193239480X,07-01-2007,Java,8,"Ant in Action is a complete guide to using Ant to build, test, redistribute and deploy Java applications. A retitled second edition of the bestselling and award-winning Java Development with Ant, this book contains over 50% new content including:    ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/loughran.jpg
Restlet in Action,Jerome Louvel,888,193518234X,26-09-2012,Internet,41,"REpresentational State Transfer, better known as REST, is the architectural style that governs the web's request-and-response resource model. The open source Restlet Framework provides a simple, powerful Java-based API to implement RESTful web applic...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/louvel.jpg
iText in Action,Bruno Lowagie,707,1932394796,11-01-2006,Web Development,11,"Say you need a tool to add dynamic or interactive features to a PDF file and you decide to search on Google for ""Java PDF."" What do you think you'd find  Why, at the top of the page you'd find ""iText,"" of course. A leading tool for programmatic creat...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lowagie.jpg
"iText in Action, Second Edition",Bruno Lowagie,502,1935182617,22-11-2010,Java,23,"Far from a static document presentation format, PDF supports many dynamic or interactive features. With iText, the leading tool creating and manipulating PDF programmatically, you can transform PDF documents into live, interactive applications quickl...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lowagie2.jpg
Power-3D,Kyle Lussier,849,138412146,10-01-1997,Computer Graphics,6,"In the past, serious computer graphics programmers generally had to use ""industrial strength"" workstation hardware and software. Now, advanced graphics capabilities have become available in the PC arena. Whether you're a programmer, 3D enthusiast, C+...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lussier.jpg
SNA and TCP/IP Enterprise Networking,Daniel C. Lynch,376,131271687,09-01-1997,Software Engineering,47,"Most textbooks concentrate on presenting the theory, concepts, and products, with examples of implementations in some cases. The distinctive quality of SNA and TCP/IP Enterprise Networking is in its structure. It answers not only ""What "", ""Why "", and...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lynch.jpg
Subversion in Action,Jeffrey Machols,940,1932394478,12-01-2004,Java,9,"A new-generation version control tool, Subversion is replacing the current open source standard, CVS. With Subversion's control components you can simplify and streamline the management of your code way beyond what's possible with CVS. For example, w...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/machols.jpg
Minimal Perl,Tim Maher,913,1932394508,07-01-2006,Perl,26,"Perl is a complex language that can be difficult to master. Perl advocates boast that ""There's More Than One Way To Do It"", but do you really want to learn several ways of saying the same thing to a computer     To make Perl more accessible, Dr. Tim ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/maher.jpg
Distributed Programming with Java,Qusay H. Mahmoud,990,1884777651,09-01-1999,Java,19,"Maybe you've seen some books on Java RMI, others on Java and CORBA and still others on mobile agents. Finally, here's one book that covers ALL the popular approaches for developing distributed applications. What's more, the author makes it easy to co...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mahmoud.jpg
Comprehensive Networking Glossary and Acronym Guide,Gary Scott Malkin,758,013319955X,01-01-1995,Internet,45,"This glossary offers a complete collection of technical terms and acronyms used in the networking industry. It covers general networking terminology, the specific terminology used in the Internet, and terms and acronyms specific to AppleTalk, IP, IPX...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/malkin.jpg
JavaServer Faces in Action,Kito D. Mann,625,1932394125,11-01-2004,Java,23,"JavaServer Faces helps streamline your web development through the use of UI components and events (instead of HTTP requests and responses). JSF components (buttons, text boxes, checkboxes, data grids, etc.) live between user requests, which eliminat...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mann.jpg
LINQ in Action,Fabrice Marguerie,991,1933988169,01-01-2008,Microsoft .NET,33,"LINQ, Language INtegrated Query, is a new extension to the Visual Basic and C# programming languages designed to simplify data queries and database interaction. It addreses O/R mapping issues by making query operations like SQL statements part of the...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/marguerie.jpg
Internet BBSs,Richard Scott Mark,162,132869985,10-01-1996,Internet,9,"OK, so you use the Internet. You've surfed some Web sites and maybe sent e-mail. But, chances are, you've overlooked the rich and really personal dimension of the Internet represented by the explosive growth of Internet BBSs. That's because up till n...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mark.jpg
Algorithms of the Intelligent Web,Haralambos Marmanis,173,1933988665,29-05-2009,Web Development,25,"Web 2.0 applications are best known for providing a rich user experience, but the parts you can't see are just as important   and impressive. Many Web 2.0 applications use powerful techniques to process information intelligently and offer features ba...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/marmanis.jpg
JUnit in Action,Vincent Massol with Ted Husted,826,1930110995,10-01-2003,Java,2,Developers in the know are switching to a new testing strategy - unit testing - which interleaves coding and testing in an integrated way. This has proven to be a powerful combination that results in better designed software with fewer defects and fa...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/massol.jpg
Tika in Action,Chris A. Mattmann,399,1935182854,12-01-2011,Java,18,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mattmann.jpg
Ruby in Practice,Jeremy McAnally,165,1933988479,03-01-2009,Programming,16,"Like Ruby itself, Ruby in Practice will make you more productive. The book shows you practical techniques and strategies for small projects and large-scale environments. A cookbook-style reference, it gives you concrete examples of systems integratio...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mcanally.jpg
Inside LotusScript,Joe McGinn,350,1884777481,11-01-1997,Business,18,"At last, here's a book that tells you everything that isn't in the Lotus Notes manuals. It's designed to make it easy for you to develop Notes and Domino Web applications by providing advanced LotusScript code for direct use in your programs. It emph...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mcginn.jpg
Maximum MIDI,Paul Messick,986,1884777449,08-01-1997,Programming,37,"Maximum MIDI shows you how to build world-class MIDI programs that can play music using computer sound cards or external keyboard instruments, teach music theory and technique, add music to games and allow musicians to record, edit, play and print co...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/messick.jpg
Planning and Managing ATM Networks,Daniel Minoli,597,132621894,06-01-1997,Client-Server,39,"Not only is ATM the best available means to greater transmission capacity, it has also the best potential to meet the needs for sophisticated service control, distributed network oversight, efficient operation, and improved flexibility.    Planning a...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/minoli.jpg
Client/Server Applications on ATM Networks,Daniel Minoli,101,137353006,01-01-1997,Client-Server,25,"Today, to meet the surging demands of client/server company-wide processes--distributed cooperative computing, business/scientific imaging, video conferencing, multimedia, distance learning and many more--corporations are finding they must extend hig...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/minoli2.jpg
JavaFX in Action,Simon Morris,347,1933988991,10-01-2009,Java,36,"Whether you're writing a desktop app, spinning up a rich web interface, or pushing code to a mobile phone, graphics programming should be easier, and more fun, than it currently is. New technologies and devices   not to mention higher user expectatio...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/morris.jpg
Entity Framework 4 in Action,Stefano Mostarda,930,1935182188,05-01-2011,Microsoft .NET,44,"To be successful, any significant application has to manage the flow of data effectively. Microsoft   s approach to data has taken another major step forward with the new Entity Framework for .NET. The Entity Framework starts with ideas from Object R...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mostarda.jpg
ASP.NET 2.0 Web Parts in Action,Darren Neimke,131,193239477X,09-01-2006,Microsoft,36,"The static Web is going out of style. Its click-and-wait user experience is giving way to dynamic personalized content and intuitive interactions. With ASP 2.0, a web developer can compose a page out of separate working parts ""Web Parts"" that indepen...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neimke.jpg
Sass and Compass in Action,Wynn Netherland,479,1617290149,26-07-2013,Web Development,16,"Cascading Style Sheets paint the web as the user sees it, and for fifteen years, we've been painting the web by hand. Sass and Compass extend standard CSS to give you more flexibility and the option to simplify or automate many tedious tasks. Think o...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/netherland.jpg
